Stop_ID,CTA Stop Name,Direction,Routes,Ward,LONGITUDE,LATITUDE,Location,Phase
1257,Fullerton & Pulaski,WB,74,31,-87.72659,41.924597,"(41.924597, -87.72659)",1
1401,Lincoln & Webster,SEB,37,43,-87.644098,41.92201,"(41.92201, -87.644098)",4
1415,LaSalle & Division,SB,156,27,-87.633052,41.903652,"(41.903652, -87.633052)",3
1421,Wacker (Upper) & Michigan,WB,"2,6,10,134,135,136,146,148",42,-87.625055,41.88836,"(41.88836, -87.625055)",2
1423,State & Lake,SB,"2,6,10,29,36,62,146,148",42,-87.628053,41.885893,"(41.885893, -87.628053)",2
1425,State & Washington,SB,"2,6,10,29,36,62,146,148",42,-87.627972,41.883371,"(41.883371, -87.627972)",2
1427,State & Monroe,SB,"2,6,10,29,36,62,146,148",42,-87.627834,41.880856,"(41.880856, -87.627834)",2
1429,State & Jackson,SB,"2,6,10,29,36,62,146,148",42,-87.62777,41.878318,"(41.878318, -87.62777)",2
1430,State & Van Buren,SB,"2,6,10,29,36,62,130,146,148",4,-87.627764,41.876993,"(41.876993, -87.627764)",2
1431,State & Harrison/Congress,SB,"2,6,10,29,62,130,146,148",4,-87.627696,41.874997,"(41.874997, -87.627696)",3
1437,State & Randolph,NB,"2,10,29,146,148",42,-87.627791,41.884351,"(41.884351, -87.627791)",2
1438,State & Lake,NB,"2,10,29,146,148",42,-87.627823,41.885601,"(41.885601, -87.627823)",2
1517,S Hyde Park & 56th Street,NB,"6,28,55",5,-87.583802,41.793316,"(41.793316, -87.583802)",1
1518,S Hyde Park & 55th Street,NB,"6,28,171",5,-87.58388,41.795429,"(41.795429, -87.58388)",2
1523,E Hyde Park & East End,WB,"6,28,172",5,-87.585707,41.802565,"(41.802565, -87.585707)",2
1525,E Hyde Park & Lake Park,WB,"2,15,172",4,-87.588262,41.802527,"(41.802527, -87.588262)",2
1574,Michigan & Cullerton,NB,"1,3,4",3,-87.62377,41.85571,"(41.85571, -87.62377)",3
1575,Michigan & 18th Street,NB,"1,3,4",3,-87.623827,41.858127,"(41.858127, -87.623827)",3
1580,Michigan & Roosevelt,NB,"1,3,4,18",4,-87.623964,41.867893,"(41.867893, -87.623964)",2
1591,Michigan & Roosevelt,SB,"1,3,4",3,-87.624259,41.86712,"(41.86712, -87.624259)",1
1629,51st Green Line Station,EB,15,3,-87.618562,41.801942,"(41.801942, -87.618562)",4
1662,Western Brown Line Station,WB,49B,47,-87.688561,41.966111,"(41.966111, -87.688561)",4
1725,Devon & California,EB,155,50,-87.6998,41.997502,"(41.997502, -87.6998)",1
1757,Devon & Sheridan,WB,36151155,49,-87.661075,41.998251,"(41.998251, -87.661075)",1
1762,Devon & Clark,WB,36151155,40,-87.670371,41.998148,"(41.998148, -87.670371)",3
1785,Clark & Lunt,SB,22,49,-87.674073,42.00908,"(42.00908, -87.674073)",2
1792,Clark & Devon,SB,22,40,-87.670773,41.998181,"(41.998181, -87.670773)",3
1838,Clark & Fullerton,SB,"22,36",43,-87.640659,41.925642,"(41.925642, -87.640659)",3
1880,Dearborn & Adams,NB,"22,24,36,62,151",42,-87.629248,41.879561,"(41.879561, -87.629248)",2
1881,Dearborn & Monroe,NB,"22,24,36,62,151",42,-87.629285,41.880948,"(41.880948, -87.629285)",2
1882,Dearborn & Madison,NB,"22,24,36,62,151",42,-87.629294,41.88207,"(41.88207, -87.629294)",2
1884,Dearborn & Randolph,NB,"22,24,36,62",42,-87.629387,41.884708,"(41.884708, -87.629387)",3
1885,Dearborn & Wacker/Lake,NB,"22,36,62",42,-87.629396,41.886184,"(41.886184, -87.629396)",3
1899,Clark & Division (Red Line),NB,22,2,-87.631363,41.903782,"(41.903782, -87.631363)",2
1903,Clark & North Ave,NB,"22,36",2,-87.63158,41.911104,"(41.911104, -87.63158)",3
2059,Division & Ashland (Blue Line),WB,70,2,-87.66729,41.903449,"(41.903449, -87.66729)",2
2113,King Drive & 87th Street,NB,3,6,-87.614462,41.736682,"(41.736682, -87.614462)",3
2121,King Drive & 79th Street,NB,3,6,-87.614872,41.751307,"(41.751307, -87.614872)",1
2125,King Drive & 75th Street,NB,3,6,-87.615035,41.758598,"(41.758598, -87.615035)",3
2129,King Drive & 71st Street,NB,3,6,-87.615132,41.765832,"(41.765832, -87.615132)",3
2138,King Drive & 63rd Street (Green Line),NB,3,20,-87.615538,41.780437,"(41.780437, -87.615538)",2
2192,McCormick Place,SB,"3,21",4,-87.619053,41.851079,"(41.851079, -87.619053)",1
2218,King Drive & 51st Street,SB,3,3,-87.616234,41.801868,"(41.801868, -87.616234)",1
2353,State & Roosevelt,NB,"29,62",4,-87.627333,41.867663,"(41.867663, -87.627333)",2
2376,State & Roosevelt,SB,"29,62",4,-87.627536,41.867594,"(41.867594, -87.627536)",2
2462,Cottage Grove & 95th Street,NB,"4,N5,95E",8,-87.60436,41.722402,"(41.722402, -87.60436)",3
2464,Cottage Grove & 93rd Street,NB,"4,N5,95E",8,-87.604434,41.725524,"(41.725524, -87.604434)",3
2470,Cottage Grove & 87th Street,NB,4,8,-87.604694,41.736538,"(41.736538, -87.604694)",1
2478,Cottage Grove & 79th Street,NB,4,8,-87.605109,41.751159,"(41.751159, -87.605109)",1
2507,Cottage Grove & 51st Street,NB,4,4,-87.606298,41.802477,"(41.802477, -87.606298)",3
2549,Cottage Grove & 47th Street,SB,4,4,-87.606677,41.809649,"(41.809649, -87.606677)",1
2553,Cottage Grove & 51st Street,SB,4,4,-87.60653,41.802335,"(41.802335, -87.60653)",3
2566,Cottage Grove & 63rd Street (Green Line),SB,4,20,-87.60604,41.780525,"(41.780525, -87.60604)",1
2582,Cottage Grove & 79th Street,SB,4,6,-87.605358,41.751104,"(41.751104, -87.605358)",2
2608,79th Street & Colfax,WB,79,7,-87.561286,41.751852,"(41.751852, -87.561286)",1
2628,79th Street & Ellis,WB,79,8,-87.600226,41.751397,"(41.751397, -87.600226)",2
2630,79th Street & Cottage Grove,WB,79,8,-87.605052,41.751357,"(41.751357, -87.605052)",3
2641,79th Red Line Station,WB,79,6,-87.6252,41.75111,"(41.75111, -87.6252)",4
2642,79th Street & Lafayette,WB,79,6,-87.62611,41.751068,"(41.751068, -87.62611)",2
2646,79th Street & Vincennes,WB,"8A,24,79",17,-87.633955,41.750852,"(41.750852, -87.633955)",3
2722,79th Street & Kilpatrick,EB,79,18,-87.739215,41.749086,"(41.749086, -87.739215)",1
2728,79th Street & Pulaski,EB,79169,18,-87.7215,41.749396,"(41.749396, -87.7215)",3
2737,79th Street & Kedzie,EB,79,18,-87.702566,41.749709,"(41.749709, -87.702566)",1
2816,95th Street & Michigan,EB,"N5,34,95E,100,103,106,111,115,119",9,-87.620736,41.721676,"(41.721676, -87.620736)",2
2820,95th Street & Cottage Grove,EB,100115,9,-87.604547,41.721944,"(41.721944, -87.604547)",1
2909,111th Street & Michigan,WB,111,9,-87.621294,41.692674,"(41.692674, -87.621294)",2
3024,Kedzie & Chicago,SB,52,27,-87.706631,41.895366,"(41.895366, -87.706631)",1
3041,Kedzie-Homan Blue Line Station,SB,52,24,-87.706017,41.874251,"(41.874251, -87.706017)",4
3165,Kedzie & Lake (Green Line),NB,52,27,-87.706107,41.884216,"(41.884216, -87.706107)",2
3222,63rd Street & King Drive (Green Line),WB,63,20,-87.615528,41.780301,"(41.780301, -87.615528)",1
3245,Ashland/63rd Green Line Station,WB,63,16,-87.663683,41.778812,"(41.778812, -87.663683)",4
3246,63rd Street & Ashland (Green Line),WB,63,16,-87.664599,41.779529,"(41.779529, -87.664599)",2
3255,63rd Street & Western,WB,63,16,-87.683375,41.779295,"(41.779295, -87.683375)",3
3395,63rd Street & Kedzie,EB,63,17,-87.703271,41.778894,"(41.778894, -87.703271)",3
3437,63rd Street & King Drive (Green Line),EB,63,20,-87.615717,41.780176,"(41.780176, -87.615717)",4
3645,Halsted & 111th Street,NB,"8A,108",34,-87.642253,41.692233,"(41.692233, -87.642253)",1
3746,Lawrence & Kimball (Brown Line),EB,81,33,-87.713049,41.968331,"(41.968331, -87.713049)",4
3770,Lawrence Red Line Station,EB,81,46,-87.658604,41.968986,"(41.968986, -87.658604)",4
3780,Lawrence Red Line Station,WB,81,46,-87.658611,41.969096,"(41.969096, -87.658611)",4
3804,Lawrence & Kimball (Brown Line),WB,81,33,-87.713198,41.968483,"(41.968483, -87.713198)",4
3868,Laramie & Lake (Green Line),NB,57,28,-87.755267,41.887097,"(41.887097, -87.755267)",2
4076,Armitage & Sheffield (Brown & Purple Lines),EB,73,43,-87.653155,41.91802,"(41.91802, -87.653155)",4
4184,California & 26th Street,NB,94,24,-87.695137,41.84457,"(41.84457, -87.695137)",2
4212,California & Lake (Green Line),NB,94,27,-87.696308,41.884107,"(41.884107, -87.696308)",4
4219,Sacrmnto & Chicago,SB,94,27,-87.70246,41.895341,"(41.895341, -87.70246)",2
4246,California & Ogden,SB,94157,24,-87.695825,41.860876,"(41.860876, -87.695825)",1
4410,Pulaski Orange Line Station,EB,62,23,-87.724367,41.800164,"(41.800164, -87.724367)",4
4606,Cicero & Archer,NB,"54B,62",14,-87.74273,41.798471,"(41.798471, -87.74273)",1
4612,Cicero & 63rd Street,SB,"54B,63W,165",23,-87.742459,41.778589,"(41.778589, -87.742459)",1
4644,Halsted & Archer,SB,"8,N62",11,-87.646584,41.847314,"(41.847314, -87.646584)",1
4693,Pulaski & 115th Street,NB,53A,19,-87.719956,41.684153,"(41.684153, -87.719956)",2
4694,Pulaski & 111th Street,NB,53A,19,-87.720193,41.691114,"(41.691114, -87.720193)",1
4704,Pulaski & 79th Street,NB,53A,18,-87.721774,41.749338,"(41.749338, -87.721774)",1
4725,Congress & Michigan,WB,7126143147,42,-87.624024,41.875841,"(41.875841, -87.624024)",2
4731,Pulaski & 75th Place,SB,"53A,67",18,-87.722391,41.756938,"(41.756938, -87.722391)",1
4732,Adams & State,WB,"1,7,28,126,130,151",42,-87.628105,41.879509,"(41.879509, -87.628105)",2
4764,Foster & Pulaski,EB,92,39,-87.728456,41.975459,"(41.975459, -87.728456)",1
4864,Marine Drive & Bittersweet,SB,136146,46,-87.645552,41.95564,"(41.95564, -87.645552)",3
4867,Lake Shore Drive & Belmont,SB,135146,44,-87.638928,41.940364,"(41.940364, -87.638928)",1
4973,LaSalle & Madison,NB,134135136156,42,-87.632265,41.881838,"(41.881838, -87.632265)",2
4975,LaSalle & Randolph,NB,134135136156,42,-87.632319,41.884308,"(41.884308, -87.632319)",1
4992,Clinton & Quincy,SB,124125130192,42,-87.641171,41.878741,"(41.878741, -87.641171)",1
5024,Clinton & Madison,SB,128132192,42,-87.641267,41.881976,"(41.881976, -87.641267)",1
5037,Lake Park & E. Hyde Park Blvd,NB,"2,6,28",4,-87.587888,41.802873,"(41.802873, -87.587888)",1
5040,Lake Park & 47th Street Terminal,NB,"2,6,28",4,-87.591638,41.809135,"(41.809135, -87.591638)",2
5201,Stony Island & 63rd Street,SB,"6,15,28",20,-87.586561,41.780402,"(41.780402, -87.586561)",2
5205,67th Street & Cornell,EB,"N5,6,15,67",5,-87.585174,41.77329,"(41.77329, -87.585174)",3
5217,Jeffery & 75th Street,SB,"J14,15",8,-87.576222,41.758627,"(41.758627, -87.576222)",2
5229,Jeffery & 87th Street,SB,"J14,15",8,-87.575805,41.736873,"(41.736873, -87.575805)",2
5261,103rd Street & Luella,EB,"J14,15",7,-87.568215,41.70797,"(41.70797, -87.568215)",2
5264,103rd Street & Bensley,EB,J14,7,-87.563424,41.708063,"(41.708063, -87.563424)",2
5266,Torrence & 103rd Street,NB,"J14,100",10,-87.559567,41.708309,"(41.708309, -87.559567)",2
5269,100th Street & Torrence,WB,"J14,100",7,-87.560088,41.713643,"(41.713643, -87.560088)",2
5273,100th Street & Yates,WB,"J14,15",7,-87.56498,41.713577,"(41.713577, -87.56498)",2
5277,100th Street & Paxton,WB,"J14,15",7,-87.569495,41.713512,"(41.713512, -87.569495)",2
5280,Van Vlissingen & 99th Street,NWB,"J14,15",7,-87.574066,41.715381,"(41.715381, -87.574066)",2
5284,Jeffery & 95th Street,NB,"J14,15",7,-87.575275,41.722349,"(41.722349, -87.575275)",2
5285,Jeffery & 93rd Street,NB,"J14,15",7,-87.575379,41.726287,"(41.726287, -87.575379)",2
5287,Jeffery & 91st Street,NB,"J14,15",8,-87.57545,41.729853,"(41.729853, -87.57545)",2
5299,Jeffery & 79th Street,NB,"J14,15",8,-87.575902,41.7518,"(41.7518, -87.575902)",2
5303,Jeffery & 75th Street,NB,"J14,15",8,-87.576075,41.759073,"(41.759073, -87.576075)",2
5307,Jeffery & 71st Street,NB,"N5,J14,15",5,-87.57622,41.766348,"(41.766348, -87.57622)",2
5311,67th Street & Jeffery,WB,"N5,6,15,67",5,-87.576801,41.773524,"(41.773524, -87.576801)",3
5315,67th Street & Cornell Drive,WB,"N5,6,15,67",5,-87.585637,41.773392,"(41.773392, -87.585637)",1
5327,Jeffery & 67th Street,NB,J14,5,-87.576383,41.773326,"(41.773326, -87.576383)",2
5338,Broadway & Bryn Mawr/Ridge,SB,36,48,-87.660186,41.98387,"(41.98387, -87.660186)",1
5518,Jefferson & Lake,NB,56,42,-87.642684,41.885611,"(41.885611, -87.642684)",2
5637,Irving Park Blue Line Station,EB,80,45,-87.730143,41.95353,"(41.95353, -87.730143)",4
5638,Irving Park & Pulaski,EB,80,45,-87.727787,41.953552,"(41.953552, -87.727787)",2
5662,Irving Park Brown Line Station,EB,80,47,-87.674866,41.954103,"(41.954103, -87.674866)",4
5682,Irving Park & Ashland,WB,80,47,-87.668883,41.954364,"(41.954364, -87.668883)",3
5702,Irving Park & Kimball,WB,80,33,-87.712792,41.953968,"(41.953968, -87.712792)",1
5995,Ashland & Irving Park,SB,"9,X9",47,-87.669172,41.954091,"(41.954091, -87.669172)",1
6016,Ashland & Cortland,SB,"9,X9",32,-87.667932,41.916304,"(41.916304, -87.667932)",1
6024,Ashland & Division (Blue Line),SB,"9,X9",1,-87.667658,41.90351,"(41.90351, -87.667658)",1
6032,Ashland & Grand,SB,"9,X9",1,-87.667272,41.891106,"(41.891106, -87.667272)",1
6035,Ashland & Lake (Green & Pink Lines),SB,"9,X9",27,-87.667049,41.885095,"(41.885095, -87.667049)",1
6046,Ashland & Roosevelt,SB,"9,X9",27,-87.666552,41.867109,"(41.867109, -87.666552)",2
6114,Ashland & 79th Street,SB,"9,X9",17,-87.663581,41.750445,"(41.750445, -87.663581)",1
6155,Ashland & 87th Street,NB,"9,X9",21,-87.662915,41.735638,"(41.735638, -87.662915)",1
6168,Ashland & 74th Street,NB,"9,X9",17,-87.663512,41.759364,"(41.759364, -87.663512)",1
6209,Ashland & 35th Street,NB,"9,X9",11,-87.665421,41.830386,"(41.830386, -87.665421)",1
6252,Ashland & Milwaukee (Blue Line),NB,"9,X9",2,-87.667365,41.903734,"(41.903734, -87.667365)",2
6305,26th Street & Kildare,EB,60,22,-87.731945,41.844076,"(41.844076, -87.731945)",1
6308,26th Street & Pulaski,EB,60,22,-87.724703,41.844189,"(41.844189, -87.724703)",1
6311,26th Street & Lawndale,EB,60,22,-87.717333,41.844289,"(41.844289, -87.717333)",2
6381,Blue Island & Ashland/Cermak,SWB,60,25,-87.666565,41.852161,"(41.852161, -87.666565)",2
6597,Fullerton & Sheffield (Red/Brown/Purple Line),EB,"37,74",43,-87.652623,41.925321,"(41.925321, -87.652623)",4
6681,Western & Roosevelt,NB,"49,X49,157",28,-87.685903,41.866476,"(41.866476, -87.685903)",1
6691,Polk Pink Line Station,EB,7157,27,-87.669706,41.871522,"(41.871522, -87.669706)",4
7121,Stony Island & 75th Street,NB,28,8,-87.58561,41.758602,"(41.758602, -87.58561)",3
7376,92nd Street & Commercial,WB,"30,95E",10,-87.551053,41.728311,"(41.728311, -87.551053)",2
7409,69th Street & King Drive,WB,"N5,30,67",20,-87.615229,41.7694,"(41.7694, -87.615229)",3
7635,35th Street & State (Green Line),WB,35,3,-87.625936,41.831183,"(41.831183, -87.625936)",4
7638,Sox-35th Red Line Station,WB,"35,39",11,-87.630548,41.83103,"(41.83103, -87.630548)",4
7858,Belmont & Kimball (Blue Line),EB,77,35,-87.712183,41.939209,"(41.939209, -87.712183)",4
7903,Chicago & Orleans,WB,66,27,-87.637411,41.896644,"(41.896644, -87.637411)",2
7915,Clybourn & North Ave (Red Line),NWB,132,2,-87.6492,41.910779,"(41.910779, -87.6492)",4
7947,Belmont & Kimball (Blue Line),WB,77,35,-87.712196,41.939041,"(41.939041, -87.712196)",4
8091,47th Street & Western Avenue,WB,"47,94",15,-87.684687,41.808493,"(41.808493, -87.684687)",3
8155,47th Street & Western Avenue,EB,"47,94",15,-87.684563,41.808374,"(41.808374, -87.684563)",1
8184,Western & Leland (Brown Line),SB,"49,X49",47,-87.688987,41.96661,"(41.96661, -87.688987)",2
8195,Western & Addison,SB,"49,X49",47,-87.688394,41.946379,"(41.946379, -87.688394)",3
8199,Western & Belmont,SB,"49,X49",47,-87.688217,41.939562,"(41.939562, -87.688217)",3
8214,Western & Cortland (Blue Line),SB,"49,X49",1,-87.687475,41.915794,"(41.915794, -87.687475)",2
8221,Western & Division,SB,"49,X49",26,-87.687113,41.9031,"(41.9031, -87.687113)",2
8225,Western & Chicago,SB,"49,X49",26,-87.686991,41.895885,"(41.895885, -87.686991)",2
8283,Western & 55th Street/Garfield,SB,"49,X49",15,-87.684176,41.793997,"(41.793997, -87.684176)",1
8323,Western & 63rd Street,NB,"49,X49",16,-87.683423,41.779036,"(41.779036, -87.683423)",1
8337,Western Orange Line Station,NB,94,15,-87.684135,41.805339,"(41.805339, -87.684135)",4
8360,Western & Cermak,NB,"49,X49",25,-87.685514,41.851915,"(41.851915, -87.685514)",1
8379,Western & Madison,NB,"49,X49",27,-87.6863,41.881051,"(41.881051, -87.6863)",2
8388,Western & Chicago,NB,"49,X49",1,-87.686706,41.895635,"(41.895635, -87.686706)",1
8391,Western & Division,NB,"49,X49",1,-87.686968,41.902935,"(41.902935, -87.686968)",3
8399,Western & Milwaukee (Blue Line),NB,49,32,-87.687238,41.916528,"(41.916528, -87.687238)",4
8539,Harlem & Foster,SB,90,41,-87.807153,41.974631,"(41.974631, -87.807153)",1
8905,Damen & Polk,NB,"50, 755",27,-87.676278,41.87139,"(41.87139, -87.676278)",2
8994,Irving Park Blue Line Station,SB,53,45,-87.727739,41.951946,"(41.951946, -87.727739)",4
9017,Pulaski & North Ave,SB,53,26,-87.72653,41.909618,"(41.909618, -87.72653)",1
9039,Pulaski Blue Line Station,SB,53,24,-87.725531,41.873832,"(41.873832, -87.725531)",4
9236,Belmont & Harlem,EB,77,29,-87.806953,41.937925,"(41.937925, -87.806953)",3
9408,87th Red Line Station,EB,87,21,-87.624829,41.736161,"(41.736161, -87.624829)",4
9453,91st Street & Commercial,WB,"26,87",10,-87.551111,41.730147,"(41.730147, -87.551111)",1
9454,87th Street & Commercial,WB,87,10,-87.551726,41.737443,"(41.737443, -87.551726)",2
9511,87th Street & Western,WB,87,18,-87.682215,41.735648,"(41.735648, -87.682215)",1
9612,Austin Blue Line Station,SB,91,0,-87.774366,41.871102,"(41.871102, -87.774366)",4
9620,Austin & Railroad Ave (Blue Line),NB,91,29,-87.774232,41.870322,"(41.870322, -87.774232)",4
9798,Gale & Milwaukee,SWB,"85,88",45,-87.763491,41.970525,"(41.970525, -87.763491)",1
10178,69th Red Line Station,EB,"N5,67",6,-87.626013,41.769099,"(41.769099, -87.626013)",4
10228,Cicero & North Ave,SB,54,37,-87.746256,41.909316,"(41.909316, -87.746256)",1
10252,Cicero Blue Line Station,SB,54,29,-87.745063,41.871614,"(41.871614, -87.745063)",4
10292,Cicero & Madison,NB,54,28,-87.745173,41.880347,"(41.880347, -87.745173)",1
10492,Irving Park & Milwaukee/Cicero,EB,"54A,80",45,-87.746596,41.953343,"(41.953343, -87.746596)",1
10502,55th Street & Pulaski,EB,55,13,-87.72267,41.793143,"(41.793143, -87.72267)",1
10519,55th Street & Western Avenue,EB,55,15,-87.684239,41.793796,"(41.793796, -87.684239)",1
10524,Garfield & Damen,EB,55,15,-87.673988,41.793501,"(41.793501, -87.673988)",3
10528,Garfield & Ashland,EB,55,16,-87.664294,41.793616,"(41.793616, -87.664294)",1
10536,Garfield & Halsted,EB,55,20,-87.644799,41.793895,"(41.793895, -87.644799)",1
10548,Garfield Green Line Station,EB,55,3,-87.618326,41.794388,"(41.794388, -87.618326)",4
10566,55th Street & Hyde Park Blvd,WB,55171,5,-87.584154,41.795284,"(41.795284, -87.584154)",2
10575,55th Street & Ellis,WB,55,5,-87.601022,41.795112,"(41.795112, -87.601022)",3
10582,Garfield Green Line Station,WB,55,3,-87.61831,41.794816,"(41.794816, -87.61831)",4
10589,Garfield Red Line Station,WB,"55,59",3,-87.6311,41.794585,"(41.794585, -87.6311)",4
10792,71st Street & Cottage Grove/S. Chicago,EB,71,5,-87.60473,41.765748,"(41.765748, -87.60473)",3
10854,75th Street & Exchange,WB,"N5,71,75",7,-87.560031,41.759213,"(41.759213, -87.560031)",1
10973,Diversey & Narragansett,EB,76,36,-87.785821,41.930935,"(41.930935, -87.785821)",1
